  32 & 0.25 & 0.25 &   200 &  187 &  107 & 79.07 \\ \hline
  33 & 0.25 & 0.25 &   500 &  169 &  105 & 97.87 \\ \hline
  34 & 0.25 & 0.25 &  1000 &  107 &    0 & 33.33 \\ \hline
  35 & 0.25 & 0.25 &  2000 &   38 &    0 &  5.07 \\ \hline
  36 & 0.25 & 0.50 &   100 &  188 &  105 & 117.00 \\ \hline
  37 & 0.25 & 0.50 &   200 &  186 &  106 & 104.93 \\ \hline
  38 & 0.25 & 0.50 &   500 &  143 &    0 & 31.13 \\ \hline
  39 & 0.25 & 0.50 &  1000 &  143 &    0 & 19.87 \\ \hline
  40 & 0.25 & 0.50 &  2000 &   99 &    0 & 13.20 \\ \hline
  41 & 0.25 & 0.75 &   100 &  265 &  137 & 127.93 \\ \hline
  42 & 0.25 & 0.75 &   200 &  153 &  107 & 113.93 \\ \hline
  43 & 0.25 & 0.75 &   500 &  150 &   38 & 50.00 \\ \hline
  44 & 0.25 & 0.75 &  1000 &  105 &    0 & 34.00 \\ \hline
  45 & 0.25 & 0.75 &  2000 &   79 &    0 & 13.07 \\ \hline
  46 & 0.25 & 0.90 &   100 &  277 &  107 & 131.07 \\ \hline
  47 & 0.25 & 0.90 &   200 &  184 &  105 & 99.80 \\ \hline
  48 & 0.25 & 0.90 &   500 &  146 &   99 & 65.53 \\ \hline
  49 & 0.25 & 0.90 &  1000 &  107 &    0 &  9.67 \\ \hline
  50 & 0.25 & 0.90 &  2000 &   99 &    0 &  9.13 \\ \hline
  51 & 0.50 & 0.10 &   100 &  410 &  227 & 196.53 \\ \hline
  52 & 0.50 & 0.10 &   200 &  279 &  181 & 167.80 \\ \hline
  53 & 0.50 & 0.10 &   500 &  181 &  107 & 108.13 \\ \hline
  54 & 0.50 & 0.10 &  1000 &  142 &   79 & 74.40 \\ \hline
  55 & 0.50 & 0.10 &  2000 &  142 &  102 & 63.47 \\ \hline
  56 & 0.50 & 0.25 &   100 &  382 &  240 & 240.40 \\ \hline
  57 & 0.50 & 0.25 &   200 &  238 &  145 & 146.33 \\ \hline
  58 & 0.50 & 0.25 &   500 &  228 &  105 & 95.80 \\ \hline
  59 & 0.50 & 0.25 &  1000 &  143 &   99 & 89.60 \\ \hline
  60 & 0.50 & 0.25 &  2000 &  142 &    0 & 38.20 \\ \hline
  61 & 0.50 & 0.50 &   100 &  312 &  212 & 204.20 \\ \hline
  62 & 0.50 & 0.50 &   200 &  276 &  181 & 177.67 \\ \hline
  63 & 0.50 & 0.50 &   500 &  181 &  106 & 120.13 \\ \hline
  64 & 0.50 & 0.50 &  1000 &  142 &    0 & 44.20 \\ \hline
  65 & 0.50 & 0.50 &  2000 &  107 &   38 & 52.80 \\ \hline
  66 & 0.50 & 0.75 &   100 &  350 &  242 & 228.27 \\ \hline
  67 & 0.50 & 0.75 &   200 &  337 &  183 & 195.47 \\ \hline
  68 & 0.50 & 0.75 &   500 &  187 &  142 & 122.40 \\ \hline
  69 & 0.50 & 0.75 &  1000 &  188 &  105 & 90.20 \\ \hline
  70 & 0.50 & 0.75 &  2000 &  105 &    0 & 35.00 \\ \hline
  71 & 0.50 & 0.90 &   100 &  367 &  184 & 205.27 \\ \hline
  72 & 0.50 & 0.90 &   200 &  293 &  208 & 169.60 \\ \hline
  73 & 0.50 & 0.90 &   500 &  180 &  106 & 127.33 \\ \hline
  74 & 0.50 & 0.90 &  1000 &  181 &  105 & 83.67 \\ \hline
  75 & 0.50 & 0.90 &  2000 &  106 &   38 & 51.93 \\ \hline
  76 & 0.75 & 0.10 &   100 &  667 &  427 & 386.53 \\ \hline
  77 & 0.75 & 0.10 &   200 &  466 &  321 & 313.13 \\ \hline
  78 & 0.75 & 0.10 &   500 &  357 &  225 & 206.67 \\ \hline
  79 & 0.75 & 0.10 &  1000 &  280 &  145 & 150.27 \\ \hline
  80 & 0.75 & 0.10 &  2000 &  236 &  145 & 133.87 \\ \hline
  81 & 0.75 & 0.25 &   100 &  543 &  337 & 338.47 \\ \hline
  82 & 0.75 & 0.25 &   200 &  435 &  347 & 306.60 \\ \hline
  83 & 0.75 & 0.25 &   500 &  337 &  224 & 221.20 \\ \hline
  84 & 0.75 & 0.25 &  1000 &  321 &  168 & 179.00 \\ \hline
  85 & 0.75 & 0.25 &  2000 &  229 &  142 & 125.60 \\ \hline
  86 & 0.75 & 0.50 &   100 &  606 &  360 & 399.40 \\ \hline
  87 & 0.75 & 0.50 &   200 &  444 &  320 & 289.13 \\ \hline
  88 & 0.75 & 0.50 &   500 &  389 &  190 & 203.53 \\ \hline
  89 & 0.75 & 0.50 &  1000 &  280 &  145 & 146.40 \\ \hline
  90 & 0.75 & 0.50 &  2000 &  242 &  142 & 126.60 \\ \hline
  91 & 0.75 & 0.75 &   100 &  602 &  428 & 409.73 \\ \hline
  92 & 0.75 & 0.75 &   200 &  511 &  312 & 338.40 \\ \hline
  93 & 0.75 & 0.75 &   500 &  373 &  203 & 212.80 \\ \hline
  94 & 0.75 & 0.75 &  1000 &  308 &  168 & 173.73 \\ \hline
  95 & 0.75 & 0.75 &  2000 &  190 &  142 & 126.27 \\ \hline
  96 & 0.75 & 0.90 &   100 &  528 &  309 & 328.60 \\ \hline
  97 & 0.75 & 0.90 &   200 &  399 &  265 & 263.20 \\ \hline
  98 & 0.75 & 0.90 &   500 &  292 &  208 & 211.47 \\ \hline
  99 & 0.75 & 0.90 &  1000 &  332 &  183 & 172.53 \\ \hline
 100 & 0.75 & 0.90 &  2000 &  216 &  137 & 128.80 \\ \hline
 101 & 0.90 & 0.10 &   100 &  657 &  484 & 471.27 \\ \hline
 102 & 0.90 & 0.10 &   200 &  675 &  433 & 384.47 \\ \hline
 103 & 0.90 & 0.10 &   500 &  541 &  316 & 313.07 \\ \hline
 104 & 0.90 & 0.10 &  1000 &  348 &  224 & 211.27 \\ \hline
 105 & 0.90 & 0.10 &  2000 &  325 &  176 & 167.93 \\ \hline
 106 & 0.90 & 0.25 &   100 &  613 &  497 & 451.40 \\ \hline
 107 & 0.90 & 0.25 &   200 &  572 &  354 & 356.07 \\ \hline
 108 & 0.90 & 0.25 &   500 &  441 &  236 & 255.13 \\ \hline
 109 & 0.90 & 0.25 &  1000 &  369 &  277 & 247.13 \\ \hline
 110 & 0.90 & 0.25 &  2000 &  253 &  189 & 171.47 \\ \hline
 111 & 0.90 & 0.50 &   100 &  679 &  431 & 403.40 \\ \hline
 112 & 0.90 & 0.50 &   200 &  470 &  379 & 350.53 \\ \hline
 113 & 0.90 & 0.50 &   500 &  441 &  295 & 302.07 \\ \hline
 114 & 0.90 & 0.50 &  1000 &  331 &  211 & 206.93 \\ \hline
 115 & 0.90 & 0.50 &  2000 &  303 &  205 & 208.87 \\ \hline
 116 & 0.90 & 0.75 &   100 &  631 &  475 & 460.13 \\ \hline
 117 & 0.90 & 0.75 &   200 &  467 &  326 & 312.33 \\ \hline
 118 & 0.90 & 0.75 &   500 &  474 &  280 & 285.13 \\ \hline
 119 & 0.90 & 0.75 &  1000 &  432 &  247 & 234.73 \\ \hline
 120 & 0.90 & 0.75 &  2000 &  294 &  187 & 172.07 \\ \hline
 121 & 0.90 & 0.90 &   100 &  598 &  446 & 449.53 \\ \hline
 122 & 0.90 & 0.90 &   200 &  563 &  421 & 395.07 \\ \hline
 123 & 0.90 & 0.90 &   500 &  348 &  248 & 247.93 \\ \hline
 124 & 0.90 & 0.90 &  1000 &  385 &  228 & 236.93 \\ \hline
 125 & 0.90 & 0.90 &  2000 &  296 &  170 & 168.67 \\ \hline
